park_id,buffer_km,in_out,mean_tc,median_tc,sd_tc,n_pixels
548600,5,in,55.07728176119859,59.0,15.49485385407974,26164
548600,5,out,55.42442936458976,58.0,15.11474011220734,40525
548600,5,in,55.07728176119859,59.0,15.49485385407974,26164
548600,5,out,55.42442936458976,58.0,15.11474011220734,40525
548600,5,in,55.07728176119859,59.0,15.49485385407974,26164
548601,5,out,55.98710323671195,59.0,15.399123218051349,15973
548601,5,out,55.98710323671195,59.0,15.399123218051349,15973
548601,5,out,55.98710323671195,59.0,15.399123218051349,15973
548640,5,out,78.19998551092114,79.0,5.255657843029268,27607
548640,5,in,78.44209713325155,79.0,3.4848853125401154,22011
548640,5,out,78.19998551092114,79.0,5.255657843029268,27607
548640,5,in,78.44209713325155,79.0,3.4848853125401154,22011
548640,5,out,78.19998551092114,79.0,5.255657843029268,27607
548640,5,in,78.44209713325155,79.0,3.4848853125401154,22011
548640,5,out,78.19998551092114,79.0,5.255657843029268,27607
548640,5,in,78.44209713325155,79.0,3.4848853125401154,22011
548643,5,out,73.40196003950467,79.0,14.244354516865304,13163
548643,5,in,78.25953602498328,80.0,7.769968695273216,8966
548643,5,out,73.40196003950467,79.0,14.244354516865304,13163
548643,5,in,78.25953602498328,80.0,7.769968695273216,8966
548647,5,out,87.55013250399702,80.0,49.79640077760248,91318
548647,5,in,76.49575575835567,80.0,29.8096298280486,84703
548647,5,out,87.55013250399702,80.0,49.79640077760248,91318
548647,5,in,76.49575575835567,80.0,29.8096298280486,84703
548647,5,out,87.55013250399702,80.0,49.79640077760248,91318
548647,5,in,76.49575575835567,80.0,29.8096298280486,84703
548647,5,out,87.55013250399702,80.0,49.79640077760248,91318
548647,5,in,76.49575575835567,80.0,29.8096298280486,84703
548647,5,out,87.55013250399702,80.0,49.79640077760248,91318
548647,5,in,76.49575575835567,80.0,29.8096298280486,84703
548647,5,out,87.55013250399702,80.0,49.79640077760248,91318
548647,5,in,76.49575575835567,80.0,29.8096298280486,84703
548647,5,out,87.55013250399702,80.0,49.79640077760248,91318
548647,5,in,76.49575575835567,80.0,29.8096298280486,84703
548647,5,out,87.55013250399702,80.0,49.79640077760248,91318
548647,5,in,76.49575575835567,80.0,29.8096298280486,84703
548647,5,out,87.55013250399702,80.0,49.79640077760248,91318
548647,5,in,76.49575575835567,80.0,29.8096298280486,84703
548647,5,out,87.55013250399702,80.0,49.79640077760248,91318
548647,5,in,76.49575575835567,80.0,29.8096298280486,84703
548647,5,out,87.55013250399702,80.0,49.79640077760248,91318
548647,5,in,76.49575575835567,80.0,29.8096298280486,84703
548647,5,out,87.55013250399702,80.0,49.79640077760248,91318
548647,5,in,76.49575575835567,80.0,29.8096298280486,84703
548647,5,out,87.55013250399702,80.0,49.79640077760248,91318
548647,5,in,76.49575575835567,80.0,29.8096298280486,84703
548647,5,out,87.55013250399702,80.0,49.79640077760248,91318
548647,5,in,76.49575575835567,80.0,29.8096298280486,84703
548647,5,out,87.55013250399702,80.0,49.79640077760248,91318
548647,5,in,76.49575575835567,80.0,29.8096298280486,84703
548647,5,out,87.55013250399702,80.0,49.79640077760248,91318
548647,5,in,76.49575575835567,80.0,29.8096298280486,84703
548647,5,out,87.55013250399702,80.0,49.79640077760248,91318
548647,5,in,76.49575575835567,80.0,29.8096298280486,84703
548647,5,out,87.55013250399702,80.0,49.79640077760248,91318
548647,5,in,76.49575575835567,80.0,29.8096298280486,84703
548647,5,out,87.55013250399702,80.0,49.79640077760248,91318
548647,5,in,76.49575575835567,80.0,29.8096298280486,84703
548656,5,out,70.10620455210608,76.0,13.90190252473657,88838
548656,5,in,71.95933064291678,77.0,13.503310375277053,86232
548656,5,out,70.10620455210608,76.0,13.90190252473657,88838
548656,5,in,71.95933064291678,77.0,13.503310375277053,86232
548656,5,out,70.10620455210608,76.0,13.90190252473657,88838
548656,5,in,71.95933064291678,77.0,13.503310375277053,86232
548656,5,out,70.10620455210608,76.0,13.90190252473657,88838
548656,5,in,71.95933064291678,77.0,13.503310375277053,86232
548656,5,out,70.10620455210608,76.0,13.90190252473657,88838
548656,5,in,71.95933064291678,77.0,13.503310375277053,86232
548656,5,out,70.10620455210608,76.0,13.90190252473657,88838
548656,5,in,71.95933064291678,77.0,13.503310375277053,86232
548656,5,out,70.10620455210608,76.0,13.90190252473657,88838
548656,5,in,71.95933064291678,77.0,13.503310375277053,86232
548656,5,out,70.10620455210608,76.0,13.90190252473657,88838
548656,5,in,71.95933064291678,77.0,13.503310375277053,86232
548656,5,out,70.10620455210608,76.0,13.90190252473657,88838
548656,5,in,71.95933064291678,77.0,13.503310375277053,86232
548656,5,out,70.10620455210608,76.0,13.90190252473657,88838
548656,5,in,71.95933064291678,77.0,13.503310375277053,86232
548656,5,out,70.10620455210608,76.0,13.90190252473657,88838
548656,5,in,71.95933064291678,77.0,13.503310375277053,86232
548656,5,out,70.10620455210608,76.0,13.90190252473657,88838
548656,5,in,71.95933064291678,77.0,13.503310375277053,86232
548656,5,out,70.10620455210608,76.0,13.90190252473657,88838
548656,5,in,71.95933064291678,77.0,13.503310375277053,86232
548656,5,out,70.10620455210608,76.0,13.90190252473657,88838
548656,5,in,71.95933064291678,77.0,13.503310375277053,86232
548656,5,out,70.10620455210608,76.0,13.90190252473657,88838
548656,5,in,71.95933064291678,77.0,13.503310375277053,86232
548706,5,out,3.5773489572135024,2.0,8.767514629252993,37208
548706,5,in,9.119617076646632,2.0,35.08100756064385,32278
548706,5,out,3.5773489572135024,2.0,8.767514629252993,37208
548706,5,in,9.119617076646632,2.0,35.08100756064385,32278
548706,5,out,3.5773489572135024,2.0,8.767514629252993,37208
548706,5,in,9.119617076646632,2.0,35.08100756064385,32278
548706,5,out,3.5773489572135024,2.0,8.767514629252993,37208
548706,5,in,9.119617076646632,2.0,35.08100756064385,32278
909180,5,out,52.95182319270723,57.0,15.533316801321979,18868
909180,5,in,47.867685877694676,52.0,16.15453387122153,9092
909180,5,out,52.95182319270723,57.0,15.533316801321979,18868
909180,5,in,47.867685877694676,52.0,16.15453387122153,9092
909180,5,out,52.95182319270723,57.0,15.533316801321979,18868
909180,5,in,47.867685877694676,52.0,16.15453387122153,9092
2393817,5,out,80.93053749077231,81.0,16.21955031515908,28447
2393817,5,in,80.9439028420357,81.0,12.133384155839526,24208
2393817,5,out,80.93053749077231,81.0,16.21955031515908,28447
2393817,5,in,80.9439028420357,81.0,12.133384155839526,24208
2393817,5,out,80.93053749077231,81.0,16.21955031515908,28447
2393817,5,in,80.9439028420357,81.0,12.133384155839526,24208
2393817,5,out,80.93053749077231,81.0,16.21955031515908,28447
2393817,5,in,80.9439028420357,81.0,12.133384155839526,24208
2393817,5,out,80.93053749077231,81.0,16.21955031515908,28447
2393817,5,in,80.9439028420357,81.0,12.133384155839526,24208
2393817,5,out,80.93053749077231,81.0,16.21955031515908,28447
2393817,5,in,80.9439028420357,81.0,12.133384155839526,24208
3424550,5,out,47.42802316988868,52.0,22.048247177355204,83902
3424550,5,in,58.28240400921309,63.0,17.750584820398945,79018
3424550,5,out,47.42802316988868,52.0,22.048247177355204,83902
3424550,5,in,58.28240400921309,63.0,17.750584820398945,79018
3424550,5,out,47.42802316988868,52.0,22.048247177355204,83902
3424550,5,in,58.28240400921309,63.0,17.750584820398945,79018
3424550,5,out,47.42802316988868,52.0,22.048247177355204,83902
3424550,5,in,58.28240400921309,63.0,17.750584820398945,79018
3424550,5,out,47.42802316988868,52.0,22.048247177355204,83902
3424550,5,in,58.28240400921309,63.0,17.750584820398945,79018
3424550,5,out,47.42802316988868,52.0,22.048247177355204,83902
3424550,5,in,58.28240400921309,63.0,17.750584820398945,79018
3424550,5,out,47.42802316988868,52.0,22.048247177355204,83902
3424550,5,in,58.28240400921309,63.0,17.750584820398945,79018
3424550,5,out,47.42802316988868,52.0,22.048247177355204,83902
3424550,5,in,58.28240400921309,63.0,17.750584820398945,79018
3424875,5,out,74.97878854747063,80.0,14.664886002230114,36254
3424875,5,in,78.63857336037863,80.0,9.177766936628059,29580
3424875,5,out,74.97878854747063,80.0,14.664886002230114,36254
3424875,5,in,78.63857336037863,80.0,9.177766936628059,29580
3424875,5,out,74.97878854747063,80.0,14.664886002230114,36254
3424875,5,in,78.63857336037863,80.0,9.177766936628059,29580
3424875,5,out,74.97878854747063,80.0,14.664886002230114,36254
3424875,5,in,78.63857336037863,80.0,9.177766936628059,29580
3424875,5,out,74.97878854747063,80.0,14.664886002230114,36254
3424875,5,in,78.63857336037863,80.0,9.177766936628059,29580
3424875,5,out,74.97878854747063,80.0,14.664886002230114,36254
3424875,5,in,78.63857336037863,80.0,9.177766936628059,29580
3424882,5,out,74.90956387603421,79.0,12.417345169135537,71310
3424882,5,in,77.79057969900539,79.0,7.204996723825917,65051
3424882,5,out,74.90956387603421,79.0,12.417345169135537,71310
3424882,5,in,77.79057969900539,79.0,7.204996723825917,65051
3424882,5,out,74.90956387603421,79.0,12.417345169135537,71310
3424882,5,in,77.79057969900539,79.0,7.204996723825917,65051
3424882,5,out,74.90956387603421,79.0,12.417345169135537,71310
3424882,5,in,77.79057969900539,79.0,7.204996723825917,65051
3424882,5,out,74.90956387603421,79.0,12.417345169135537,71310
3424882,5,in,77.79057969900539,79.0,7.204996723825917,65051
3424882,5,out,74.90956387603421,79.0,12.417345169135537,71310
3424882,5,in,77.79057969900539,79.0,7.204996723825917,65051
3424882,5,out,74.90956387603421,79.0,12.417345169135537,71310
3424882,5,in,77.79057969900539,79.0,7.204996723825917,65051
3424882,5,out,74.90956387603421,79.0,12.417345169135537,71310
3424882,5,in,77.79057969900539,79.0,7.204996723825917,65051
3424882,5,out,74.90956387603421,79.0,12.417345169135537,71310
3424882,5,in,77.79057969900539,79.0,7.204996723825917,65051
3424889,5,out,77.5310461278686,80.0,9.800402802620278,39087
3424889,5,in,77.70604125736739,80.0,8.956946264839662,32576
3424889,5,out,77.5310461278686,80.0,9.800402802620278,39087
3424889,5,in,77.70604125736739,80.0,8.956946264839662,32576
3424889,5,out,77.5310461278686,80.0,9.800402802620278,39087
3424889,5,in,77.70604125736739,80.0,8.956946264839662,32576
3424889,5,out,77.5310461278686,80.0,9.800402802620278,39087
3424889,5,in,77.70604125736739,80.0,8.956946264839662,32576
3424889,5,out,77.5310461278686,80.0,9.800402802620278,39087
3424889,5,in,77.70604125736739,80.0,8.956946264839662,32576
3424889,5,out,77.5310461278686,80.0,9.800402802620278,39087
3424889,5,in,77.70604125736739,80.0,8.956946264839662,32576
3424889,5,out,77.5310461278686,80.0,9.800402802620278,39087
3424889,5,in,77.70604125736739,80.0,8.956946264839662,32576
3424889,5,out,77.5310461278686,80.0,9.800402802620278,39087
3424889,5,in,77.70604125736739,80.0,8.956946264839662,32576
3797962,5,out,52.03441641727234,58.0,17.707853508483193,4678
3805257,5,out,16.9145697715706,13.0,11.578021348566686,42245
3805257,5,in,14.643546593895291,10.0,15.72164000407817,39576
3805257,5,out,16.9145697715706,13.0,11.578021348566686,42245
3805257,5,in,14.643546593895291,10.0,15.72164000407817,39576
3805257,5,out,16.9145697715706,13.0,11.578021348566686,42245
3805257,5,in,14.643546593895291,10.0,15.72164000407817,39576
3805257,5,out,16.9145697715706,13.0,11.578021348566686,42245
3805257,5,in,14.643546593895291,10.0,15.72164000407817,39576
3805257,5,out,16.9145697715706,13.0,11.578021348566686,42245
3805257,5,in,14.643546593895291,10.0,15.72164000407817,39576
3805257,5,out,16.9145697715706,13.0,11.578021348566686,42245
3805257,5,in,14.643546593895291,10.0,15.72164000407817,39576
3805257,5,out,16.9145697715706,13.0,11.578021348566686,42245
3805257,5,in,14.643546593895291,10.0,15.72164000407817,39576
3805257,5,out,16.9145697715706,13.0,11.578021348566686,42245
3805257,5,in,14.643546593895291,10.0,15.72164000407817,39576
3812218,5,out,29.308680612749136,22.0,22.181781690160342,18213
3812218,5,in,30.14417055296469,21.0,25.03148718636293,15010
3812218,5,out,29.308680612749136,22.0,22.181781690160342,18213
3812218,5,in,30.14417055296469,21.0,25.03148718636293,15010
3868212,5,out,57.48749429252702,58.0,14.899270578748427,19711
3868212,5,in,53.11710279022698,56.0,15.739517770663008,13834
3868212,5,out,57.48749429252702,58.0,14.899270578748427,19711
3868212,5,in,53.11710279022698,56.0,15.739517770663008,13834
3868212,5,out,57.48749429252702,58.0,14.899270578748427,19711
3868212,5,in,53.11710279022698,56.0,15.739517770663008,13834
3868212,5,out,57.48749429252702,58.0,14.899270578748427,19711
3868212,5,in,53.11710279022698,56.0,15.739517770663008,13834
3868246,5,out,53.7814613349015,59.0,23.861148379341188,27208
3868246,5,in,50.90093491549802,56.0,21.84395044963876,16686
3868246,5,out,53.7814613349015,59.0,23.861148379341188,27208
3868246,5,in,50.90093491549802,56.0,21.84395044963876,16686
3868246,5,out,53.7814613349015,59.0,23.861148379341188,27208
3868246,5,in,50.90093491549802,56.0,21.84395044963876,16686
3868246,5,out,53.7814613349015,59.0,23.861148379341188,27208
3868246,5,in,50.90093491549802,56.0,21.84395044963876,16686
3868769,5,out,61.10077577019357,65.0,15.806910964070394,40347
3868769,5,in,50.83554542865281,59.0,21.0180690457383,35110
3868769,5,out,61.10077577019357,65.0,15.806910964070394,40347
3868769,5,in,50.83554542865281,59.0,21.0180690457383,35110
3868769,5,out,61.10077577019357,65.0,15.806910964070394,40347
3868769,5,in,50.83554542865281,59.0,21.0180690457383,35110
3868769,5,out,61.10077577019357,65.0,15.806910964070394,40347
3868769,5,in,50.83554542865281,59.0,21.0180690457383,35110
3868769,5,out,61.10077577019357,65.0,15.806910964070394,40347
3868769,5,in,50.83554542865281,59.0,21.0180690457383,35110
3868769,5,out,61.10077577019357,65.0,15.806910964070394,40347
3868769,5,in,50.83554542865281,59.0,21.0180690457383,35110
3868769,5,out,61.10077577019357,65.0,15.806910964070394,40347
3868769,5,in,50.83554542865281,59.0,21.0180690457383,35110
3874631,5,out,77.3892181546757,79.0,5.309660691749138,89762
3874631,5,in,77.39629612031075,79.0,5.294985783941551,84182
3874631,5,out,77.3892181546757,79.0,5.309660691749138,89762
3874631,5,in,77.39629612031075,79.0,5.294985783941551,84182
3874631,5,out,77.3892181546757,79.0,5.309660691749138,89762
3874631,5,in,77.39629612031075,79.0,5.294985783941551,84182
3874631,5,out,77.3892181546757,79.0,5.309660691749138,89762
3874631,5,in,77.39629612031075,79.0,5.294985783941551,84182
3874631,5,out,77.3892181546757,79.0,5.309660691749138,89762
3874631,5,in,77.39629612031075,79.0,5.294985783941551,84182
3874631,5,out,77.3892181546757,79.0,5.309660691749138,89762
3874631,5,in,77.39629612031075,79.0,5.294985783941551,84182
3874631,5,out,77.3892181546757,79.0,5.309660691749138,89762
3874631,5,in,77.39629612031075,79.0,5.294985783941551,84182
3874631,5,out,77.3892181546757,79.0,5.309660691749138,89762
3874631,5,in,77.39629612031075,79.0,5.294985783941551,84182
3874631,5,out,77.3892181546757,79.0,5.309660691749138,89762
3874631,5,in,77.39629612031075,79.0,5.294985783941551,84182
3874631,5,out,77.3892181546757,79.0,5.309660691749138,89762
3874631,5,in,77.39629612031075,79.0,5.294985783941551,84182
3874631,5,out,77.3892181546757,79.0,5.309660691749138,89762
3874631,5,in,77.39629612031075,79.0,5.294985783941551,84182
3874631,5,out,77.3892181546757,79.0,5.309660691749138,89762
3874631,5,in,77.39629612031075,79.0,5.294985783941551,84182
3874631,5,out,77.3892181546757,79.0,5.309660691749138,89762
3874631,5,in,77.39629612031075,79.0,5.294985783941551,84182
3874631,5,out,77.3892181546757,79.0,5.309660691749138,89762
3874631,5,in,77.39629612031075,79.0,5.294985783941551,84182
3874631,5,out,77.3892181546757,79.0,5.309660691749138,89762
3874631,5,in,77.39629612031075,79.0,5.294985783941551,84182
3874631,5,out,77.3892181546757,79.0,5.309660691749138,89762
3874631,5,in,77.39629612031075,79.0,5.294985783941551,84182
3874631,5,out,77.3892181546757,79.0,5.309660691749138,89762
3874631,5,in,77.39629612031075,79.0,5.294985783941551,84182
3905464,5,out,32.03500546960463,1.0,72.55005779380527,6399
3905464,5,out,32.03500546960463,1.0,72.55005779380527,6399
3905468,5,out,9.829528686745942,8.0,11.609803414053731,11521
3905468,5,in,107.95371983080368,44.0,91.05546597007645,8038
3907592,5,out,132.09150749562437,200.0,94.6859714178261,26282
3907592,5,in,119.15605623962972,200.0,98.10832168930051,22902
3907592,5,out,132.09150749562437,200.0,94.6859714178261,26282
3907592,5,in,119.15605623962972,200.0,98.10832168930051,22902
3907592,5,out,132.09150749562437,200.0,94.6859714178261,26282
3907592,5,in,119.15605623962972,200.0,98.10832168930051,22902
3907592,5,out,132.09150749562437,200.0,94.6859714178261,26282
3907592,5,in,119.15605623962972,200.0,98.10832168930051,22902
3907592,5,out,132.09150749562437,200.0,94.6859714178261,26282
3907592,5,in,119.15605623962972,200.0,98.10832168930051,22902
3907592,5,out,132.09150749562437,200.0,94.6859714178261,26282
3907592,5,in,119.15605623962972,200.0,98.10832168930051,22902
5521331,5,out,66.11881466343084,72.0,18.182890559029094,39145
5521331,5,in,73.32155592751619,77.0,9.397022512663547,27482
5521331,5,out,66.11881466343084,72.0,18.182890559029094,39145
5521331,5,in,73.32155592751619,77.0,9.397022512663547,27482
5521331,5,out,66.11881466343084,72.0,18.182890559029094,39145
5521331,5,in,73.32155592751619,77.0,9.397022512663547,27482
5521331,5,out,66.11881466343084,72.0,18.182890559029094,39145
5521331,5,in,73.32155592751619,77.0,9.397022512663547,27482
6421151,5,out,40.29530485012856,46.0,21.248951776715728,28391
6421151,5,in,45.108612851701686,54.0,21.80910860807834,24417
6421151,5,out,40.29530485012856,46.0,21.248951776715728,28391
6421151,5,in,45.108612851701686,54.0,21.80910860807834,24417
6421151,5,out,40.29530485012856,46.0,21.248951776715728,28391
6421151,5,in,45.108612851701686,54.0,21.80910860807834,24417
6421151,5,out,40.29530485012856,46.0,21.248951776715728,28391
6421151,5,in,45.108612851701686,54.0,21.80910860807834,24417
9453886,5,out,4.2349165596919125,3.0,4.217378050947847,12464
9453886,5,in,3.9302455982953908,3.0,3.36135564315952,8917
9453886,5,out,4.2349165596919125,3.0,4.217378050947847,12464
9453886,5,in,3.9302455982953908,3.0,3.36135564315952,8917
9453886,5,out,4.2349165596919125,3.0,4.217378050947847,12464
9453886,5,in,3.9302455982953908,3.0,3.36135564315952,8917
9472676,5,out,43.824736460931845,50.0,23.560820821508038,12427
9472676,5,in,32.62532208948232,27.0,21.94880648325515,8538
9472676,5,out,43.824736460931845,50.0,23.560820821508038,12427
9472676,5,in,32.62532208948232,27.0,21.94880648325515,8538
9472676,5,out,43.824736460931845,50.0,23.560820821508038,12427
9472676,5,in,32.62532208948232,27.0,21.94880648325515,8538
9472676,5,out,43.824736460931845,50.0,23.560820821508038,12427
9472676,5,in,32.62532208948232,27.0,21.94880648325515,8538
9526417,5,out,79.37394994749738,79.0,2.83147166510357,45712
9526417,5,in,79.22709990436425,79.0,2.08993381749415,42871
9526417,5,out,79.37394994749738,79.0,2.83147166510357,45712
9526417,5,in,79.22709990436425,79.0,2.08993381749415,42871
9526417,5,out,79.37394994749738,79.0,2.83147166510357,45712
9526417,5,in,79.22709990436425,79.0,2.08993381749415,42871
9526417,5,out,79.37394994749738,79.0,2.83147166510357,45712
9526417,5,in,79.22709990436425,79.0,2.08993381749415,42871
9526417,5,out,79.37394994749738,79.0,2.83147166510357,45712
9526417,5,in,79.22709990436425,79.0,2.08993381749415,42871
9526417,5,out,79.37394994749738,79.0,2.83147166510357,45712
9526417,5,in,79.22709990436425,79.0,2.08993381749415,42871
9526417,5,out,79.37394994749738,79.0,2.83147166510357,45712
9526417,5,in,79.22709990436425,79.0,2.08993381749415,42871
9526417,5,out,79.37394994749738,79.0,2.83147166510357,45712
9526417,5,in,79.22709990436425,79.0,2.08993381749415,42871
9527822,5,out,66.98661153770428,7.0,90.12315641075932,15237
9527822,5,in,64.48082211608047,8.0,87.65637451211546,6909
9527822,5,out,66.98661153770428,7.0,90.12315641075932,15237
9527822,5,in,64.48082211608047,8.0,87.65637451211546,6909
9527822,5,out,66.98661153770428,7.0,90.12315641075932,15237
9527822,5,in,64.48082211608047,8.0,87.65637451211546,6909
9527822,5,out,66.98661153770428,7.0,90.12315641075932,15237
9527822,5,in,64.48082211608047,8.0,87.65637451211546,6909
9532933,5,out,72.23709410169783,79.0,25.51921282268322,46471
9532933,5,in,75.54604665646002,79.0,14.647257161738388,38537
9532933,5,out,72.23709410169783,79.0,25.51921282268322,46471
9532933,5,in,75.54604665646002,79.0,14.647257161738388,38537
9532933,5,out,72.23709410169783,79.0,25.51921282268322,46471
9532933,5,in,75.54604665646002,79.0,14.647257161738388,38537
9532933,5,out,72.23709410169783,79.0,25.51921282268322,46471
9532933,5,in,75.54604665646002,79.0,14.647257161738388,38537
9532933,5,out,72.23709410169783,79.0,25.51921282268322,46471
9532933,5,in,75.54604665646002,79.0,14.647257161738388,38537
9532933,5,out,72.23709410169783,79.0,25.51921282268322,46471
9532933,5,in,75.54604665646002,79.0,14.647257161738388,38537
9532933,5,out,72.23709410169783,79.0,25.51921282268322,46471
9532933,5,in,75.54604665646002,79.0,14.647257161738388,38537
9535744,5,out,156.36694610778443,200.0,82.08022924668711,4175
9535874,5,out,192.65732024834767,200.0,37.539443639314015,4993
